total,m0009,m1014,m1519,m2024,m2529,m3034,m3539,m4044,m4549,m5054,m5559,m6064,m6569,m70,w0009,w1014,w1519,w2024,w2529,w3034,w3539,w4044,w4549,w5054,w5559,w6064,w6569,w70,region,time,region_cat
278551.5745,7120.3733,3836.2671,6674.6378,11365.6313,11883.2783,9407.651,10299.2999,9337.467,11084.5591,10492.5151,10895.4099,8997.2692,6960.2413,13964.3992,6935.7195,4077.785,8734.5669,16378.4251,12798.7907,10176.84,10700.4146,9723.7619,10913.2495,10005.0306,11000.7551,9045.9923,7075.4472,18665.7935,종로구,2022-12-25 12:00:00,C
297316.9389,7413.9564,3909.1006,7579.4329,12820.0603,12942.0704,10106.7356,10686.1479,9864.8463,11249.9613,10935.8446,11072.018,9260.403,7390.5629,14803.4371,7639.2878,4432.0765,10433.4594,18830.1645,14682.7414,11176.4845,11355.3579,10384.9338,11602.3339,10586.6972,11216.4435,9374.5878,7203.727,18364.0669,종로구,2022-12-25 13:00:00,C
308836.0535,7748.843,4091.4014,8419.5381,13733.7771,13703.5504,10656.5751,10955.6401,10222.7672,11570.5364,10982.2465,11262.4882,9222.5844,7397.0905,14752.6347,8418.4275,4864.203,11861.483,20743.7337,15685.2097,11626.2969,11675.722,10661.7033,11833.4896,10609.3815,11277.2271,9424.9158,7175.2173,18259.3705,종로구,2022-12-25 14:00:00,C
309900.1544,7504.1085,3968.3345,9098.5031,14533.1511,14162.609,10698.8727,10832.0322,10073.0712,11308.3786,10830.2489,11006.243,8908.6307,7202.332,14114.364,8556.6098,4925.4632,12907.1266,22087.9136,16354.5605,11606.3284,11537.5901,10717.8883,11670.4739,10529.984,11016.1367,9087.7607,7046.5042,17614.9396,종로구,2022-12-25 15:00:00,C
304831.0853,7405.6074,3850.3482,9387.5773,14597.3279,14346.1048,10527.9961,10457.9283,9644.5165,11192.9479,10702.6886,10708.0336,8558.8791,6781.1482,13065.1458,8308.4592,4773.4388,13243.1938,22731.5836,16205.6212,11667.267,11281.1398,10362.9376,11586.6882,10208.0849,10753.3243,8767.5564,6758.3149,16957.2325,종로구,2022-12-25 16:00:00,C
293222.9916,7002.0127,3667.8689,9196.0027,14677.7097,14199.1133,10382.1661,10167.6486,9251.7646,11001.8908,10356.4891,10137.0743,8018.8119,6359.7012,11847.779,7473.6419,4309.6108,12592.3965,22622.7091,15935.0532,11279.6099,10785.1285,9847.0572,11108.2932,9719.598,10386.5698,8332.0344,6416.6496,16148.6067,종로구,2022-12-25 17:00:00,C
283159.3202,6656.0478,3556.824,9243.4584,14728.9951,14101.4401,10197.4349,10115.2028,9062.8297,10623.6963,9747.7051,9717.4181,7540.6275,5822.8154,10822.0268,7198.1356,4147.4859,12165.2167,21973.7517,15424.8298,10766.8749,10590.1014,9570.2103,10623.3314,9176.9748,10051.0654,7911.9197,6151.5227,15471.3784,종로구,2022-12-25 18:00:00,C
268063.1886,6255.2257,3385.4423,8625.398,14229.5087,13512.3742,9800.614,9596.6471,8657.4869,10091.8486,9321.0588,9278.9301,7147.8794,5401.9913,10206.7288,6392.0589,3710.5356,11075.8965,21095.4677,14474.6398,10152.651,9972.0686,8767.0521,9879.7117,8842.8395,9547.1721,7578.5375,5913.4981,15149.92,종로구,2022-12-25 19:00:00,C
249807.2238,5476.6477,3066.4166,7899.6937,13286.4089,12519.2449,9095.0968,9346.2744,8115.5871,9573.5866,9001.9215,8867.8627,6647.3637,5198.277,9692.1758,5790.0218,3383.3092,9431.4913,19041.1847,13113.3321,9267.696,9217.0086,8329.4685,9390.4641,8394.8783,8874.6525,7172.2173,5711.6849,14903.2592,종로구,2022-12-25 20:00:00,C
231180.7572,5008.5967,2907.8023,7024.2815,12213.1948,11341.7241,8317.9708,8564.184,7701.0872,8921.2344,8676.4117,8479.2569,6423.0114,4911.1545,9257.9571,5177.3337,3047.4694,7940.2326,16805.6073,11757.1982,8111.3144,8557.497,7650.3768,8880.5522,7906.6888,8577.2443,6825.9428,5461.3928,14734.0351,종로구,2022-12-25 21:00:00,C
214109.8262,4846.2785,2856.4038,5985.8118,10565.6132,9904.8026,7548.6899,8198.7341,7442.9514,8657.0695,8352.7675,8165.9144,6173.4169,4705.8746,9016.5998,4796.6895,2859.0362,6301.5898,14196.267,10181.1368,7419.3619,7937.6215,7311.9995,8477.6737,7539.3174,8193.2236,6661.6115,5265.9272,14547.4401,종로구,2022-12-25 22:00:00,C
205852.288,4836.7362,2881.4736,5488.9923,9747.9594,9036.1153,7259.2927,7995.8763,7295.6767,8641.1817,8168.4883,8049.8244,6023.9816,4490.316,8817.5126,4690.7279,2822.9898,5615.4931,12547.0089,9275.6306,6927.2108,7832.9241,7380.3456,8448.0317,7491.427,8069.8161,6572.9052,5187.6163,14256.7341,종로구,2022-12-25 23:00:00,C
248015.1985,8465.9592,3027.7138,5157.7088,9604.1584,10764.3338,9949.1134,11595.9076,10199.252,10182.1783,9139.5528,8863.6974,6912.125,5256.1967,10072.5351,6966.6831,3022.5106,6479.7167,13706.2319,11986.5846,10517.487,11772.5333,9644.7854,9445.2002,8437.7589,8710.606,7769.4384,5643.54,14721.6933,중구,2022-12-25 12:00:00,C
260569.2708,9310.77,3249.5717,6073.0215,10464.9341,11551.1201,10453.3627,12068.0825,10592.8772,10551.4294,9262.1882,9069.8277,7145.2548,5304.9906,9762.9311,7503.4192,3235.0086,7761.0917,14874.0745,13089.0751,11362.3458,12220.8255,10070.4825,9944.7997,8755.9395,8991.9125,7708.8803,5759.9881,14431.0642,중구,2022-12-25 13:00:00,C
272133.5164,9448.8939,3303.0129,6986.4571,11325.7676,12245.1046,10943.0908,12376.8876,10823.2388,10887.1027,9528.2777,9051.6542,7121.8946,5367.6046,9667.9439,8667.964,3733.6148,9543.129,16292.7562,13992.7843,11837.5747,12574.8594,10477.9878,10264.9533,8928.5256,9258.5631,7718.9112,5806.5618,13958.4017,중구,2022-12-25 14:00:00,C
282189.4532,10115.6572,3398.0119,8363.4717,12434.9294,13385.5028,11424.0267,12725.8017,10939.0131,10996.078,9438.7934,9046.9902,6882.45,5058.456,9360.0236,9761.6505,4177.4146,11053.1126,17996.4623,15089.4377,12303.5991,12870.4336,10443.8462,10439.571,8937.4688,9110.3325,7527.3298,5639.403,13270.1848,중구,2022-12-25 15:00:00,C
288430.2758,10104.4233,3380.827,9804.3546,13584.8521,13743.736,11909.5239,12698.2514,11048.3381,11015.0882,9236.3848,8758.5231,6541.0547,4985.7599,8852.418,9910.851,4227.9982,12741.4949,19821.0722,16006.0446,12742.1535,13139.3189,10463.4999,10542.6619,8827.2488,9052.804,7405.7337,5242.3089,12643.5498,중구,2022-12-25 16:00:00,C
294735.5823,10162.0742,3346.763,11395.0911,14524.3421,14414.4388,12119.4531,12889.7291,10739.7162,10968.0041,9302.9538,8587.1832,6438.976,4793.0426,8465.9713,10692.2194,4539.2333,14063.2094,21213.3562,16846.8846,12868.1607,13148.9086,10308.3933,10700.2184,8651.7494,8924.8493,7138.5664,5152.9371,12339.161,중구,2022-12-25 17:00:00,C
283178.8554,10233.5184,3346.3389,11044.491,14569.6637,14014.4968,11748.7433,12369.1914,10369.3106,10354.4043,9088.4019,8186.3452,6236.83,4559.8346,8242.4189,9869.0794,4147.7427,13854.1453,20948.9558,16031.7116,12226.2565,12053.6556,9695.8155,10122.947,8246.2938,8481.7419,6739.7468,4746.4965,11650.2783,중구,2022-12-25 18:00:00,C
264075.2514,8633.5436,2864.3992,9708.1845,14075.4881,13252.8508,11243.4745,12126.6165,9815.8831,9852.1547,8503.8216,7708.1846,5993.2982,4300.1335,7753.6222,8477.6255,3591.0491,12043.6422,19802.3288,15167.2964,11519.7112,11592.9074,9019.4374,9197.1678,7669.1246,8074.3884,6462.3593,4495.1359,11131.4142,중구,2022-12-25 19:00:00,C
238783.6021,6535.0149,2299.4911,7729.8457,12819.1551,12155.2202,10468.0882,11527.8347,9247.8186,9018.4788,7895.657,7285.3633,5648.9878,4040.6234,7315.1693,6685.185,2844.9752,9653.7997,18204.2322,13657.5168,10473.2453,10778.7519,8339.6683,8347.0962,7088.055,7621.4645,6102.8205,4249.8236,10750.2211,중구,2022-12-25 20:00:00,C
212290.1999,5546.237,2012.641,5903.7595,11260.1336,10651.255,9478.4544,10721.8008,8570.9199,8625.4321,7293.6923,6749.3425,5265.0309,3777.111,6960.6105,5402.7518,2314.6454,7017.9922,16071.3757,11731.6608,9073.2,9890.1929,7411.0262,7251.9304,6462.8878,6706.4455,5649.4137,4019.5157,10470.7378,중구,2022-12-25 21:00:00,C
188666.2923,4650.3961,1790.4178,4027.8518,8955.9604,9116.8538,8487.2625,10180.6603,8238.1362,8085.1213,6887.1125,6336.6309,4860.0795,3578.4142,6745.1461,4381.6545,1883.3452,4735.705,12718.7494,10190.9941,8360.1116,9048.8219,6993.324,6739.0388,6010.2941,6305.8075,5357.2391,3779.134,10222.0287,중구,2022-12-25 22:00:00,C
172708.3593,4212.0429,1666.0563,2720.6894,7207.2029,8134.0374,7992.2882,10036.4195,8047.751,7568.7714,6591.5814,6057.8752,4696.5029,3519.4918,6593.8559,3766.7,1614.7031,3256.3988,10069.2889,8741.7952,7864.0512,8892.8439,6792.5741,6338.5765,5682.3259,5875.8282,5195.898,3721.691,9851.1161,중구,2022-12-25 23:00:00,C
294484.3623,8994.1874,4410.4215,6440.1903,10481.977,12766.5933,13338.8346,15202.4616,12784.7582,13109.8093,10344.2358,9469.8626,7061.1614,5298.1636,10092.8337,8844.9737,4169.1841,7638.2093,13239.3085,15045.3631,14455.6673,15120.3096,12356.3821,12306.729,10530.954,9938.6994,8301.4972,6390.0252,16351.5671,용산구,2022-12-25 12:00:00,C
299275.5607,8992.1818,4397.695,6396.9622,11175.0882,13492.666,13824.3176,15453.9438,13013.3175,13273.8257,10604.7003,9485.3201,6940.4481,5236.9385,9895.134,8660.788,4053.0406,7858.5039,14131.3274,16045.5533,15045.6609,15296.2882,12400.6917,12434.9317,10585.6202,9786.8802,8190.8833,6371.0683,16231.7834,용산구,2022-12-25 13:00:00,C
298615.4988,8607.5175,4219.7014,6580.8874,11453.593,14080.4635,14023.5369,15371.7924,13033.9375,13124.9345,10307.2817,9094.1792,6915.2129,5287.3612,9790.6233,8567.238,3982.4424,7697.6341,14524.2478,16374.5056,14997.2707,15450.2592,12338.4677,12278.4998,10478.1602,9587.943,8160.8442,6300.6801,15986.2878,용산구,2022-12-25 14:00:00,C
301121.9476,8858.5424,4338.7029,6563.9141,11782.8518,14247.3619,14160.3109,15646.2776,12841.4683,13100.3083,10373.8599,9325.9598,6865.1247,5150.6691,9724.073,8834.5547,4056.1039,7848.0827,15128.3959,17069.0466,15177.5967,15513.6346,12127.2004,12247.1684,10345.5311,9644.5405,8015.9642,6207.8754,15926.8264,용산구,2022-12-25 15:00:00,C
300923.8748,8641.7903,4195.1096,6596.0167,12066.7423,14458.8546,14189.772,15509.8802,12664.0014,12694.555,10440.2005,9337.3783,6906.6458,5138.4078,9800.9376,9189.5443,4213.798,7946.3965,15661.8522,17370.5045,15348.9886,15209.9937,11901.3149,12038.7917,10155.1072,9588.126,7952.8984,6158.8754,15547.3958,용산구,2022-12-25 16:00:00,C
295783.8879,8351.5203,4055.3571,6705.3815,12101.1312,14478.4953,14042.1855,15115.8912,12446.5721,12578.2022,10225.797,9113.5769,6884.2546,5091.0197,9630.5072,8497.85,3903.7304,8006.7508,15717.2096,17276.6853,15129.0301,14640.0842,11543.742,11638.4293,9970.0497,9366.8311,7855.8066,6043.8971,15373.9037,용산구,2022-12-25 17:00:00,C
291048.092,7992.6175,3878.191,6552.6345,11731.4033,14022.2192,13853.848,14898.4845,11919.496,12142.9077,10049.8119,9248.7941,6872.8016,5041.9857,9719.3798,8340.208,3828.2005,7683.3212,15432.53,16936.1071,14815.2721,14516.6756,11261.8831,11275.7167,9929.8239,9342.4806,7897.5549,6208.4249,15655.3167,용산구,2022-12-25 18:00:00,C
289865.1062,7819.6059,3813.8938,6663.8485,11748.0855,14054.9832,13866.2633,14707.7296,11930.1016,12045.2824,10261.4045,9294.02,6901.1996,5070.6109,9536.765,7871.9941,3696.7265,7587.8819,15376.9044,16685.8965,14848.6352,14532.3776,11264.9808,11445.8448,9893.628,9398.7151,7924.6855,6164.9361,15458.1117,용산구,2022-12-25 19:00:00,C
284089.9647,8090.949,3935.5484,6167.6113,11232.4067,13403.8185,13448.0868,14559.3815,12008.8429,12002.5009,10127.8297,9162.2592,6819.0829,5067.7052,9472.5256,7660.2261,3636.8633,7354.0694,14235.03,16008.5945,14298.6807,14408.3089,10980.1609,11355.8125,9790.3259,9350.2319,7926.2262,6176.199,15410.6871,용산구,2022-12-25 20:00:00,C
274234.7612,7728.4405,3760.3535,5985.591,10502.7341,12479.8079,12986.8576,14185.3067,11666.352,11835.9559,9977.7979,9149.8038,6849.1197,5101.3744,9394.906,7400.3695,3490.7057,6629.6744,12883.1594,14885.8675,13893.5554,13921.2314,10664.154,10908.0826,9566.1033,9198.4394,7782.9569,6024.2602,15381.809,용산구,2022-12-25 21:00:00,C
262367.9442,7676.8481,3739.7266,5437.4065,9577.7767,11252.6716,12133.7111,13534.7479,11303.1635,11453.4049,9755.3652,8906.4082,6769.5557,4959.2674,9457.7018,7025.1732,3377.4371,5862.6927,11375.2843,13650.0295,13054.3827,13629.0906,10379.712,10797.3185,9346.8032,8979.6392,7727.4773,5923.6222,15281.5286,용산구,2022-12-25 22:00:00,C
256217.6992,7416.8431,3648.4996,5383.5295,8610.753,10377.8711,11548.21,13494.6036,11189.0888,11372.7845,9685.0647,8855.1398,6801.2063,5000.7582,9382.0601,6937.1032,3366.4513,5532.1725,10214.9209,12573.349,12598.7026,13533.9734,10426.7857,10656.6372,9351.5551,9048.2433,7732.1012,5958.4938,15520.7981,용산구,2022-12-25 23:00:00,C
323401.4425,11284.5989,4742.9866,7663.8451,12431.0719,13887.3811,12400.5569,14960.8875,13070.9492,13221.2818,10883.1961,10866.9073,8804.5825,5879.5847,12128.1693,11529.0296,5034.5137,9378.1703,16497.8998,14729.7289,13182.1921,15815.832,12267.1673,12682.157,11316.7225,11365.6599,9837.3169,7647.3436,19891.7144,성동구,2022-12-25 12:00:00,NE1
323882.3994,11003.0247,4650.0521,7814.2124,12722.7813,14200.6898,12418.0866,14992.109,13063.5947,13196.8496,10952.7612,10630.2838,8861.1046,5918.7331,11885.2676,11080.3451,4855.311,10000.8832,17160.2407,15141.3179,13285.0233,15628.9356,12194.2837,12549.2198,11263.2611,11332.4787,9632.4259,7535.1822,19913.942,성동구,2022-12-25 13:00:00,NE1
325639.2092,10799.5782,4582.3306,7997.6446,12859.8001,14257.9994,12422.892,15015.713,13219.0634,13127.4315,10953.7281,10623.746,8929.2873,6036.5856,12113.7487,10983.1826,4801.6829,10824.8968,17654.1314,15462.4385,13600.5523,15613.8669,12081.645,12503.1499,11145.8788,11182.5497,9674.941,7422.7926,19747.9531,성동구,2022-12-25 14:00:00,NE1
329053.1961,10743.8,4571.1131,8421.9492,13294.5958,14521.9782,12648.4364,14877.1689,13216.678,13024.3652,11075.4402,10837.1665,9083.9115,6027.1997,12167.0146,11049.5738,4859.6862,11419.471,18161.4427,15589.6879,13701.3553,15507.988,12128.9104,12415.5479,11176.8801,11438.3436,9861.7546,7407.0474,19824.6909,성동구,2022-12-25 15:00:00,NE1
330023.8735,10846.398,4614.5352,8428.5004,13479.4188,14552.4338,12463.9854,15011.3477,13386.3316,13098.7235,11003.543,10745.4108,8975.4829,5939.0293,12121.7842,11150.3164,4894.061,11367.5611,18728.0629,15666.5738,13500.29,15600.9491,12104.3814,12459.1325,11384.3919,11491.0794,9841.5513,7535.8529,19632.7443,성동구,2022-12-25 16:00:00,NE1
328053.4172,10893.6744,4648.2512,8061.5275,13189.4512,14496.9931,12410.4848,15005.7806,13193.3551,13097.4335,10888.5631,10835.8672,9041.0478,5987.8999,12056.3641,10992.3474,4810.7854,10884.3241,18264.1001,15443.0706,13489.365,15548.9984,12242.135,12579.7578,11384.6087,11546.2609,9867.9816,7494.0701,19698.9167,성동구,2022-12-25 17:00:00,NE1
328355.6731,10944.774,4680.6882,7917.2989,13154.7036,14452.4115,12323.0921,15105.5581,13179.2483,13197.51,11043.9384,11046.1476,9076.3563,6157.7077,12135.659,10741.9559,4702.6677,10244.4419,17994.7442,15253.3674,13596.5974,15988.0114,12339.373,12584.8288,11421.1138,11624.4523,10095.9804,7574.1631,19778.8762,성동구,2022-12-25 18:00:00,NE1
328160.9583,11130.0373,4740.2896,7479.8561,12561.7671,14256.7908,12308.229,15338.8351,13293.4888,13272.7863,11063.8081,11116.0247,9288.1472,6200.1832,12140.4986,10842.2325,4747.2619,9455.8192,17345.8695,15024.1234,13680.1935,16151.6683,12636.0202,12703.6156,11482.0254,11932.7679,10179.5145,7654.3224,20134.7812,성동구,2022-12-25 19:00:00,NE1
331159.8386,11441.672,4842.496,7420.6339,12326.0267,14079.4705,12532.104,15537.9306,13579.9776,13407.5407,11235.9068,11273.5171,9389.4935,6159.3667,12175.8774,11092.5312,4831.287,8955.671,16979.0432,14940.515,13967.4618,16775.5038,12988.9476,12924.674,11794.4278,12199.0239,10526.6825,7751.5788,20030.4807,성동구,2022-12-25 20:00:00,NE1
330246.3494,11642.0863,4914.9298,7258.9579,12231.338,13857.0611,12421.483,15784.3213,13858.0156,13534.6465,11289.339,11285.47,9417.2923,6165.4758,12196.487,11202.2891,4874.5294,8343.177,16033.8414,14790.6863,13986.3752,16867.232,13110.2874,12988.0351,11790.119,12309.4894,10352.3788,7706.4768,20034.5249,성동구,2022-12-25 21:00:00,NE1
326845.9654,11302.4363,4750.3297,7226.7849,11863.3016,13508.4903,12332.0574,15771.2688,13807.7442,13563.1645,11233.4371,11422.9292,9432.4902,6132.098,12112.8639,11040.947,4835.662,8175.4595,15315.9141,14501.3109,13755.1167,16857.2929,13128.8398,12822.027,11759.0086,12245.3299,10280.6939,7718.0978,19950.8734,성동구,2022-12-25 22:00:00,NE1
317574.4262,10783.8733,4507.8884,6796.8529,11449.6716,13015.6259,11919.8593,15368.9747,13491.9353,13285.1137,11041.6842,11209.4505,9248.0504,6111.582,11879.1394,10528.6705,4576.6433,7291.0369,14413.6192,13772.5257,13532.3658,16622.805,12850.1586,12589.2741,11641.349,11962.5794,10149.2476,7640.7532,19893.6991,성동구,2022-12-25 23:00:00,NE1
357084.0327,11558.652,5966.4523,9365.1042,14428.2003,16800.2609,14611.5416,15518.2911,12985.8418,14299.2511,12375.3098,12491.9957,9314.0633,6590.0455,12807.2406,11175.5016,5967.6166,10178.347,18733.2531,18241.7236,14933.4389,15673.7721,13502.9348,14122.74,12405.4392,13487.4588,11160.8816,8566.8054,19821.8667,광진구,2022-12-25 12:00:00,NE1
359813.1909,12356.1052,6339.2464,9807.9961,14530.6085,16860.8311,14419.3834,15646.5819,13157.7718,14384.9046,12491.1558,12405.581,9293.9291,6558.1171,12989.4139,11474.6866,6092.3543,10665.4169,18691.3427,18023.784,14713.591,15645.2986,13526.3878,14239.959,12466.8731,13324.3589,11209.5813,8479.2845,20018.6386,광진구,2022-12-25 13:00:00,NE1
361449.4998,12515.2331,6365.3934,10179.6553,14681.1196,16566.4724,14453.564,15629.7608,13019.4641,14479.5968,12455.1977,12446.9292,9412.3558,6694.0785,13108.2694,11816.7579,6221.1962,11070.6386,18757.8969,17950.5219,14751.9831,15656.3928,13709.1266,14193.6766,12542.3181,13335.3881,11211.8466,8451.9879,19772.6729,광진구,2022-12-25 14:00:00,NE1
363272.6512,12190.3339,6212.8557,10366.4273,14903.1782,16490.3363,14377.7821,15389.0294,13175.8813,14619.0233,12579.9487,12636.6261,9500.146,6765.2222,12837.585,11875.0227,6254.5603,11480.4691,19024.1991,18173.9463,14743.6011,15733.6595,13680.3774,14366.0555,12571.0149,13457.9441,11342.526,8574.4429,19950.4617,광진구,2022-12-25 15:00:00,NE1
366252.4447,12139.4698,6197.0143,10609.8176,15053.5145,16831.3883,14425.6327,15599.7622,13078.0765,14683.5751,12481.7268,12876.0608,9669.2073,6897.8183,12842.2833,11740.1731,6243.2402,11687.6318,19373.5182,18392.3196,15081.1044,15786.8524,13705.3019,14322.895,12788.5509,13598.2569,11519.7786,8529.2639,20098.2082,광진구,2022-12-25 16:00:00,NE1
367726.6579,11893.6824,6132.0351,10965.4756,15608.234,16813.6071,14545.036,15483.2337,12962.7674,14642.8655,12609.3307,12881.1157,9689.1367,6830.6153,12950.3012,11717.7609,6255.0307,11849.875,19571.3808,18442.9467,15026.3528,15748.7548,13626.4351,14366.2507,12949.9874,13833.0118,11493.5949,8561.4792,20276.368,광진구,2022-12-25 17:00:00,NE1
371263.3871,11755.4281,6088.4649,11223.2034,15929.0451,17243.6516,14646.1333,15536.9139,13096.4889,14495.794,12645.3809,13074.5906,9933.2337,7019.1092,13034.5107,11399.7302,6137.6148,11833.7974,20088.4799,19014.1641,15281.9879,15868.8582,13747.3308,14497.6431,13167.4856,13983.1408,11532.6999,8665.0954,20323.4083,광진구,2022-12-25 18:00:00,NE1
373987.9033,11629.8877,6042.0043,11074.1961,16259.163,17426.9565,14990.0521,15730.0123,13122.7004,14544.2111,12899.2211,13186.6851,9879.2695,7014.2309,13142.0742,11404.3201,6123.0261,11693.782,20188.3561,19207.0642,15605.7745,16188.8788,13786.9568,14706.831,13304.4503,14055.4379,11569.3644,8712.7277,20500.2715,광진구,2022-12-25 19:00:00,NE1
374870.7,11322.6978,5921.9079,10847.4985,16417.3056,17667.731,15072.4719,15818.6569,13245.2141,14669.1282,12707.8841,13117.5872,9823.5603,6923.0023,13126.5264,11292.4477,6113.0136,11274.0495,20648.4393,19758.3176,15928.1286,16400.3132,13940.1314,14844.5839,13286.5309,14139.0555,11494.6781,8705.0362,20364.8058,광진구,2022-12-25 20:00:00,NE1
375862.2142,11319.6235,5961.1445,10289.7169,16473.0428,17808.8608,15145.5162,15991.3176,13245.488,14628.592,12791.3949,13054.1433,9801.9471,6934.4808,13086.4484,11215.5146,6106.3005,10943.2838,21054.2131,20133.9345,16228.6022,16547.6319,14141.8142,14824.4738,13225.6833,14197.0978,11622.8236,8698.8166,20390.3052,광진구,2022-12-25 21:00:00,NE1
376037.6457,11344.5458,5970.3236,9855.6237,16641.1259,17920.7544,15238.0991,16050.3081,13344.3747,14769.5633,12740.2169,13057.0363,9816.6544,6878.7533,13073.3469,11071.5668,6057.1185,10456.1947,21189.1975,20330.8966,16336.9319,16530.8108,14092.4543,14979.0921,13237.3156,14255.5573,11749.8079,8726.7675,20323.214,광진구,2022-12-25 22:00:00,NE1
370587.8037,11217.4175,5984.0209,9336.7282,15923.4707,17852.6083,15143.5788,15877.7398,13249.9493,14630.0923,12633.5548,13046.0461,9758.9497,6790.7621,13021.9656,10756.2433,5974.3488,9931.6225,20491.9191,20205.1994,16203.9194,16367.6427,14010.1465,14814.6894,13021.2676,14134.646,11593.6099,8667.9196,19947.7481,광진구,2022-12-25 23:00:00,NE1
343607.5436,10303.8855,5131.8204,7639.8654,15136.0002,14873.7626,11508.0285,13408.693,12797.7148,13989.616,12431.8279,12729.1188,10494.5142,8086.9097,17147.1553,9849.2626,4802.4613,7856.8618,21514.4741,14643.457,11399.1273,13408.7256,11745.1286,12594.3047,11468.1883,12152.8288,10964.8603,9296.8353,26232.1159,동대문구,2022-12-25 12:00:00,NE1
341783.7876,9963.9497,4956.5159,7444.0954,14760.3061,14556.2231,11340.8475,13292.2373,12645.4223,13629.9315,12323.561,12997.4723,10623.8149,8340.1984,17587.0125,9726.6758,4767.7799,7728.7956,20918.5869,14262.3895,11298.9111,13251.0449,11644.0937,12593.248,11457.3099,12262.6705,11024.7589,9580.5521,26805.3873,동대문구,2022-12-25 13:00:00,NE1
337645.1493,9889.015,4922.6102,7128.7003,14469.6035,14212.5147,11201.7124,13215.4088,12527.7,13548.2433,12137.5605,13010.2083,10632.9906,8264.9579,17493.2574,9468.4277,4648.6099,7430.6614,20010.9717,14057.341,11047.8976,13186.0409,11640.3882,12565.7267,11455.0377,12273.903,11016.0295,9526.838,26662.7892,동대문구,2022-12-25 14:00:00,NE1
336085.1393,9992.2056,4939.6129,6805.5012,14093.0071,13857.8498,11033.9555,13506.7473,12650.1979,13723.7504,12216.6019,12795.0078,10768.8982,8301.756,17284.1607,9456.8823,4643.6672,7220.0006,19428.0841,13800.7216,11061.4514,13473.2629,11826.7364,12472.1782,11538.4661,12200.1042,10954.7259,9466.9637,26572.6421,동대문구,2022-12-25 15:00:00,NE1
332825.9316,10049.6215,4976.6929,6693.3392,13858.0105,13688.9076,10997.6742,13569.8598,12577.0489,13518.6887,12272.2883,12776.7637,10658.3317,8071.6942,16905.0102,9440.6843,4629.6918,7093.8956,18758.3193,13650.5504,11186.7065,13504.9482,11886.4704,12442.9498,11471.7432,12071.896,10841.7227,9366.9085,25865.5109,동대문구,2022-12-25 16:00:00,NE1
332054.2253,10218.7156,5062.2346,6820.0621,13714.2584,13761.8875,10915.599,13760.5119,12643.3952,13732.3501,12332.8983,12674.082,10426.9325,7789.1891,16448.9748,9427.1155,4620.9396,6935.9697,18658.3579,13616.5751,11298.1677,13670.8807,12021.985,12439.2686,11595.3357,12041.7787,10831.1019,9261.2976,25334.3581,동대문구,2022-12-25 17:00:00,NE1
332862.0661,10183.409,5058.3064,6704.1011,13711.1021,13892.9375,11077.6414,13829.3549,12718.9304,13725.6196,12104.5538,12556.792,10306.3983,7629.8683,16063.0035,9533.9674,4674.6083,7220.255,19123.7932,14028.6775,11507.651,13853.5258,12162.9171,12574.1321,11624.8629,11907.8895,10810.4461,9163.0308,25114.2901,동대문구,2022-12-25 18:00:00,NE1
332510.2836,10151.9083,5034.1167,6903.9745,13869.5525,13981.9945,11206.0758,13869.5634,12767.2475,13744.5717,11889.0233,12254.7788,9936.141,7468.0214,15693.8526,9565.812,4691.6052,7370.2987,19473.9316,14290.0327,11647.8086,14007.5201,12168.0658,12561.4868,11588.5047,11846.5845,10689.2572,9133.489,24705.0612,동대문구,2022-12-25 19:00:00,NE1
332727.5465,10367.9289,5126.7186,6995.2422,14085.8474,14261.7399,11188.287,13693.8017,12861.1731,13639.3272,11877.386,12225.0761,9917.4585,7412.4878,15337.8219,9605.2702,4716.8219,7654.864,20138.7717,14624.0922,11662.9612,13657.5339,11827.1275,12337.0416,11451.1384,11918.1113,10611.3377,8997.6002,24534.5791,동대문구,2022-12-25 20:00:00,NE1
338952.9465,10274.4097,5096.7332,7403.2032,14784.9307,14767.7448,11467.1262,14033.2296,13036.2807,13853.2471,11907.6507,12188.7946,9819.0018,7402.7153,15379.8645,10013.8864,4908.361,8206.0418,21517.4922,15274.2638,11962.5469,13858.2695,11994.3391,12371.8673,11410.3119,11936.4289,10722.2638,9029.8371,24332.1039,동대문구,2022-12-25 21:00:00,NE1
342970.648,10273.8289,5089.8096,7616.4867,15443.2384,15109.4513,11600.6301,14363.5983,13048.9901,13815.2457,11869.5848,12164.0787,9774.0644,7364.1014,15335.946,10062.8643,4940.0152,8338.9799,22804.7177,15885.6061,12185.3103,14094.1369,11993.7029,12409.8259,11410.2936,11933.0088,10733.2572,9078.7061,24231.1655,동대문구,2022-12-25 22:00:00,NE1
347284.3594,10301.0389,5121.653,7910.2577,15928.4564,15536.131,11939.594,14371.9929,13098.1759,13868.6354,11966.9155,12092.0904,9730.9888,7309.3517,15192.7957,10027.5486,4959.5482,8908.6432,24029.3503,16230.9031,12196.5719,14159.1405,12236.5137,12675.8605,11402.5525,12042.1856,10778.4943,9085.3354,24183.6456,동대문구,2022-12-25 23:00:00,NE1
